down_mean,combined_len,up_zero_ratio,mean_ratio,label
11581.358695652174,184.0,0.9782608695652174,498.5891436593355,0.0
13791.958333333334,192.0,0.96875,619.5732335049134,0.0
13791.958333333334,192.0,0.96875,619.5732335049134,0.0
13451.289156626506,166.0,0.963855421686747,611.0875752599891,0.0
13507.58426966292,178.0,0.9662921348314607,490.2834420880913,0.0
14390.408602150537,186.0,0.967741935483871,545.8026101141925,0.0
14210.402298850575,174.0,0.9770114942528736,578.523631258774,0.0
14617.218390804597,174.0,0.9770114942528736,595.0856340664483,0.0
11631.09375,192.0,0.9791666666666666,522.5011698642957,0.0
11985.538461538461,234.0,0.9487179487179487,571.6706074194863,0.0
14958.70652173913,184.0,0.9565217391304348,561.2565252854813,0.0
18728.9,180.0,0.9666666666666667,788.7697707065981,0.0
12755.396396396396,222.0,0.972972972972973,577.1907867916836,0.0
16526.264367816093,174.0,0.9655172413793104,672.8053345811886,0.0
11529.343434343435,198.0,0.9696969696969697,534.1155825924193,0.0
13152.18085106383,188.0,0.9574468085106383,578.523631258774,0.0
17007.566666666666,180.0,0.9666666666666667,624.003668976763,0.0
18235.978494623654,186.0,0.967741935483871,691.6582381729199,0.0
16408.840909090908,176.0,0.9659090909090909,675.7033224145998,0.0
14826.123595505618,178.0,0.9662921348314607,617.4660739354235,0.0
11383.274336283186,226.0,0.9734513274336283,524.3823889115369,0.0
17517.83695652174,184.0,0.967391304347826,657.276101141925,0.0
14778.866666666667,180.0,0.9666666666666667,622.4136640149743,0.0
11384.570175438597,228.0,0.9736842105263158,468.8731936416185,0.0
17133.472527472528,182.0,0.967032967032967,635.8670473083198,0.0
12226.14953271028,214.0,0.9626168224299065,612.165652784277,0.0
11249.456896551725,232.0,0.9741379310344828,531.9759478189972,0.0
13098.968421052632,190.0,0.968421052631579,507.29800244598454,0.0
14547.247191011236,178.0,0.9775280898876404,605.8516612073,0.0
13353.00925925926,216.0,0.9722222222222222,674.8362189985961,0.0
13291.866666666667,180.0,0.9666666666666667,487.8743882544862,0.0
15177.102272727272,176.0,0.9659090909090909,624.981282171268,0.0
15226.233333333334,180.0,0.9666666666666667,558.8747960848287,0.0
13790.677083333334,192.0,0.9791666666666666,619.515676181563,0.0
15735.977777777778,180.0,0.9666666666666667,662.7225081890501,0.0
13993.460674157302,178.0,0.9662921348314607,582.7880205896116,0.0
11338.9009009009,222.0,0.972972972972973,513.0933550754178,0.0
14223.123595505618,178.0,0.9775280898876404,592.3528310715957,0.0
15516.565217391304,184.0,0.967391304347826,668.0037435657463,0.0
13724.41111111111,180.0,0.9777777777777777,578.0051474029012,0.0
