up_len_log,up_mean,up_max,up_std,up_var,up_skew,up_kurt,down_len_log,down_mean,down_max,down_std,down_var,down_skew,down_kurt,mean_ratio,up_zero_ratio,down_zero_ratio,up_sum,down_sum,sum_ratio,combined_len,combined_mean,combined_max,combined_std,combined_var,combined_skew,combined_kurt,combined_mean_max_ratio,zero_intervals_count,label
4.532599493153256,23.22826086956522,1471.0,166.73847677157735,27801.719636105845,7.864350466835558,64.71224705288007,4.532599493153256,11581.358695652174,255417.0,46050.41491683481,2120640714.012642,4.354017919274111,18.780684842994553,498.5891436593355,0.9782608695652174,0.9239130434782609,2137.0,1065485.0,498.5891436593355,184.0,5802.29347826087,255417.0,33071.61702507154,1093731852.6530015,6.341283704838759,41.29531476569322,0.022716943188044923,2.0,0.0
4.574710978503383,22.260416666666668,1471.0,162.03319135234725,26254.755099826376,8.13383873926479,69.3198464061022,4.574710978503383,13791.958333333334,411593.0,61100.31328818968,3733248283.914929,5.058513132758913,26.57235880897128,619.5732335049134,0.96875,0.9270833333333334,2137.0,1324028.0,619.5732335049134,192.0,6907.109375,411593.0,43749.72473643781,1914038414.5140789,7.299086750719634,56.443316964816276,0.016781406328581876,2.0,0.0
4.574710978503383,22.260416666666668,1471.0,162.03319135234725,26254.755099826376,8.13383873926479,69.3198464061022,4.574710978503383,13791.958333333334,411593.0,61100.31328818968,3733248283.914929,5.058513132758913,26.57235880897128,619.5732335049134,0.96875,0.9270833333333334,2137.0,1324028.0,619.5732335049134,192.0,6907.109375,411593.0,43749.72473643781,1914038414.5140789,7.299086750719634,56.443316964816276,0.016781406328581876,2.0,0.0
4.430816798843313,22.012048192771083,1161.0,143.61473679927624,20625.192625925392,7.071967102276807,51.80467442567818,4.430816798843313,13451.289156626506,286160.0,52552.48798726212,2761763993.651329,4.0862923833888924,16.155009070485004,611.0875752599891,0.963855421686747,0.927710843373494,1827.0,1116457.0,611.0875752599891,166.0,6736.650602409639,286160.0,37762.13288912257,1425978680.3357525,5.97762480317713,36.14237322777995,0.023541552286866226,2.0,0.0
4.499809670330265,27.55056179775281,1471.0,183.58930785957702,33705.033960358545,7.001564943429014,49.926009453453744,4.499809670330265,13507.58426966292,312757.0,52724.92572379764,2779917792.5799785,4.689348832513758,22.13024308887197,490.2834420880913,0.9662921348314607,0.8876404494382022,2452.0,1202175.0,490.28344208809136,178.0,6767.567415730337,312757.0,37886.72031198088,1435403575.9982646,6.786417234672325,47.67592997084472,0.021638420293487715,2.0,0.0
4.543294782270004,26.365591397849464,1471.0,179.68471700655434,32286.597525725516,7.161426066566555,52.26609284213943,4.543294782270004,14390.408602150537,401417.0,58332.47285925786,3402677389.8760552,4.8097295637791895,25.167104812780337,545.8026101141925,0.967741935483871,0.9247311827956989,2452.0,1338308.0,545.8026101141925,186.0,7208.387096774193,401417.0,41868.08177049049,1752936271.140478,6.95418074638279,53.45619649767395,0.017957353816042153,2.0,0.0
4.477336814478207,24.563218390804597,1471.0,171.3672336301656,29366.728762055758,7.644209189055106,61.12163569626401,4.477336814478207,14210.402298850575,277717.0,53874.919062255605,2902506903.9645925,3.813890646977278,13.66980067847463,578.523631258774,0.9770114942528736,0.9310344827586207,2137.0,1236305.0,578.523631258774,174.0,7117.482758620689,277717.0,38750.1953924216,1501577642.9508522,5.615250843731636,31.382177641755767,0.025628545456780425,2.0,0.0
4.477336814478207,24.563218390804597,1471.0,171.3672336301656,29366.728762055758,7.644209189055106,61.12163569626401,4.477336814478207,14617.218390804597,318280.0,54678.37847077842,2989725072.193685,4.1143270955187115,17.06745551242609,595.0856340664483,0.9770114942528736,0.9195402298850575,2137.0,1271698.0,595.0856340664483,174.0,7320.890804597701,318280.0,39346.074972053655,1548113615.706467,6.014423734349241,37.83158882657945,0.023001416377396323,2.0,0.0
4.574710978503383,22.260416666666668,1471.0,163.2937820815387,26664.859266493044,8.036116665055195,67.58455407156826,4.574710978503383,11631.09375,315360.0,49446.3971429496,2444946190.4182944,5.081652386703491,27.009658947087072,522.5011698642957,0.9791666666666666,0.9166666666666666,2137.0,1116585.0,522.5011698642958,192.0,5826.677083333333,315360.0,35442.59697707065,1256177680.4790576,7.326468604778431,57.21480343314964,0.018476271826906813,2.0,0.0
4.770684624465665,20.965811965811966,636.0,102.21403148730468,10447.708232887711,5.130620882405837,26.116811324091987,4.770684624465665,11985.538461538461,396784.0,59273.14331612003,3513305518.573305,5.638725018081961,32.315431414852576,571.6706074194863,0.9487179487179487,0.9230769230769231,2453.0,1402308.0,571.6706074194864,234.0,6003.252136752137,396784.0,42337.28537368089,1792445732.812494,8.10463802122087,68.02399150885057,0.015129773722610127,3.0,0.0
