down_mean,combined_len,up_zero_ratio,mean_ratio,label
22558.95673076923,832.0,0.9903846153846154,3427.511322132944,0.0
423.96873045653535,3198.0,0.9987492182614134,423.96873045653535,0.0
8.792887029288703,2868.0,0.9895397489539749,2.8669849931787175,0.0
34.66411149825784,2870.0,0.9930313588850174,19.873351977626847,0.0
6.047489823609227,1474.0,0.9932157394843962,2.6310507674144037,0.0
5.383849557522124,1808.0,0.995575221238938,1.4943199263125577,0.0
4.261934673366834,3184.0,0.9962311557788944,1.3723705501618124,0.0
566.6102620087336,1832.0,0.9989082969432315,458.0891438658428,0.0
15.66359918200409,1956.0,0.9928425357873211,2.575487558843309,0.0
15.906145251396648,1790.0,0.9921787709497206,1.077668433005299,0.0
710.9856115107914,3058.0,0.9973839110529757,710.9856115107914,0.0
7.907053197848177,6692.0,0.9961147638971907,2.1367307381683087,0.0
344.8726953467954,2278.0,0.9982440737489026,344.8726953467954,0.0
494.94868585732166,3196.0,0.9987484355444305,494.94868585732166,0.0
392.45068027210885,2352.0,0.9982993197278912,279.54088431253786,0.0
7207.571428571428,154.0,0.987012987012987,4369.944881889764,0.0
2042.97375328084,1524.0,0.9934383202099738,520.1289675910458,0.0
2157.0429958391123,1442.0,0.9944521497919556,582.2643204792213,0.0
9148.254716981131,212.0,0.9716981132075472,452.5034997666822,0.0
2196.7437325905294,1436.0,0.9930362116991643,590.5136652938975,0.0
2110.1983914209113,1492.0,0.9946380697050938,589.3702733058778,0.0
2192.470262793914,1446.0,0.9944674965421854,662.9677959012965,0.0
5978.713541666667,384.0,0.9583333333333334,587.4682702149437,0.0
2010.795865633075,1548.0,0.9935400516795866,650.922626516102,0.0
2641.0565217391304,1380.0,0.9884057971014493,879.5024131274132,0.0
2097.4772117962466,1492.0,0.9946380697050938,654.4199079882894,0.0
2105.2979865771813,1490.0,0.9932885906040269,587.2134032197679,0.0
2231.4950495049507,1414.0,0.9943422913719944,659.8356336260979,0.0
2202.741889985896,1418.0,0.9943582510578279,852.9459311851447,0.0
20865.0,228.0,0.9473684210526315,1244.0428870292887,0.0
2193.2909604519773,1416.0,0.9943502824858758,848.0884762424904,0.0
2115.1556156968877,1478.0,0.993234100135318,585.2115312616997,0.0
2127.6268260292163,1506.0,0.9946879150066401,758.9308384651823,0.0
2111.107046070461,1476.0,0.9932249322493225,527.9556082683837,0.0
2093.7943548387098,1488.0,0.9932795698924731,651.5194479297365,0.0
2366.994811932555,1542.0,0.9948119325551232,2261.4039653035934,0.0
1054.4606011372869,2462.0,0.9983753046303818,1054.4606011372869,0.0
1053.5746753246754,2464.0,0.9983766233766234,1053.5746753246754,0.0
1073.6401985111663,2418.0,0.9975186104218362,1073.6401985111663,0.0
1088.9286912751677,2384.0,0.9983221476510067,1088.9286912751677,0.0
1388.7488584474886,2628.0,0.9969558599695586,1388.7488584474886,0.0
1069.171334431631,2428.0,0.9975288303130149,1069.171334431631,0.0
992.3577981651376,2616.0,0.9977064220183486,992.3577981651376,0.0
1067.4375,2432.0,0.9975328947368421,1067.4375,0.0
1409.2895752895754,2590.0,0.9961389961389961,1409.2895752895754,0.0
1013.2732240437158,2562.0,0.9976580796252927,1013.2732240437158,0.0
1052.7437145174372,2466.0,0.9959448499594485,1052.7437145174372,0.0
1004.6989164086688,2584.0,0.9976780185758514,1004.6989164086688,0.0
990.9,2620.0,0.9977099236641221,990.9,0.0
997.7486548808608,2602.0,0.9976940814757879,997.7486548808608,0.0
1061.3941128372853,2446.0,0.9975470155355682,1061.3941128372853,0.0
985.5315110098709,2634.0,0.9977220956719818,985.5315110098709,0.0
1069.496705107084,2428.0,0.9983525535420099,1069.496705107084,0.0
2114.184039087948,1228.0,0.993485342019544,1836.080622347949,0.0
1377.2830188679245,2650.0,0.9969811320754717,1377.2830188679245,0.0
1047.682808716707,2478.0,0.9967715899919289,1047.682808716707,0.0
4185.752293577982,872.0,0.9885321100917431,2177.7899761336516,0.0
1432.4128728414444,2548.0,0.9968602825745683,1432.4128728414444,0.0
1469.3027375201289,2484.0,0.9967793880837359,1469.3027375201289,0.0
1010.9431464174455,2568.0,0.9976635514018691,1010.9431464174455,0.0
1039.2786228983186,2498.0,0.9975980784627703,1039.2786228983186,0.0
998.493076923077,2600.0,0.9969230769230769,998.493076923077,0.0
1455.2727272727273,2508.0,0.9976076555023924,1455.2727272727273,0.0
1436.9,2540.0,0.9968503937007874,1436.9,0.0
1018.8642072213501,2548.0,0.9976452119309263,1018.8642072213501,0.0
1027.7133808392716,2526.0,0.997624703087886,1027.7133808392716,0.0
1399.5084355828221,2608.0,0.9969325153374233,1399.5084355828221,0.0
1087.1046901172529,2388.0,0.998324958123953,1087.1046901172529,0.0
1085.28762541806,2392.0,0.9974916387959866,1085.28762541806,0.0
1003.9288476411447,2586.0,0.9976798143851509,1003.9288476411447,0.0
1013.3622170179548,2562.0,0.9976580796252927,1013.3622170179548,0.0
1017.2664576802508,2552.0,0.9968652037617555,1017.2664576802508,0.0
991.6928953399541,2618.0,0.9977081741787625,991.6928953399541,0.0
1399.4424846625766,2608.0,0.9969325153374233,1399.4424846625766,0.0
999.2909930715936,2598.0,0.9984603541185527,999.2909930715936,0.0
1398.3417624521073,2610.0,0.9969348659003832,1398.3417624521073,0.0
1045.1602254428342,2484.0,0.9975845410628019,1045.1602254428342,0.0
1043.4180064308682,2488.0,0.997588424437299,1043.4180064308682,0.0
1434.6564465408806,2544.0,0.9960691823899371,1434.6564465408806,0.0
1383.6216830932524,2638.0,0.9969673995451099,1383.6216830932524,0.0
1447.390959555908,2522.0,0.9960348929421095,1447.390959555908,0.0
1400.5456638526477,2606.0,0.9969301611665388,1400.5456638526477,0.0
1045.9943593875907,2482.0,0.9975825946817083,1045.9943593875907,0.0
1036.7811501597444,2504.0,0.9976038338658147,1036.7811501597444,0.0
1015.6291079812206,2556.0,0.9976525821596244,1015.6291079812206,0.0
1000.8188126445643,2594.0,0.9976869699306091,1000.8188126445643,0.0
1374.386295180723,2656.0,0.9962349397590361,1374.386295180723,0.0
1067.4967105263158,2432.0,0.9975328947368421,1067.4967105263158,0.0
1079.0556940980882,2406.0,0.9975062344139651,1079.0556940980882,0.0
1052.0672609400324,2468.0,0.9975688816855753,1052.0672609400324,0.0
1012.591263650546,2564.0,0.9976599063962559,1012.591263650546,0.0
1007.0628394103957,2578.0,0.9968968192397207,1007.0628394103957,0.0
1070.1599340478153,2426.0,0.9975267930750206,1070.1599340478153,0.0
1019.7211311861744,2546.0,0.997643362136685,1019.7211311861744,0.0
1000.0292758089369,2596.0,0.99768875192604,1000.0292758089369,0.0
1070.1079967023907,2426.0,0.9975267930750206,1070.1079967023907,0.0
1012.5491419656786,2564.0,0.9976599063962559,1012.5491419656786,0.0
1430.1426332288402,2552.0,0.9968652037617555,1430.1426332288402,0.0
1012.5390015600624,2564.0,0.9976599063962559,1012.5390015600624,0.0
1058.8123980424143,2452.0,0.9967373572593801,1058.8123980424143,0.0
1027.7521773555027,2526.0,0.997624703087886,1027.7521773555027,0.0
1076.285240464345,2412.0,0.9983416252072969,1076.285240464345,0.0
1074.5314569536424,2416.0,0.9975165562913907,1074.5314569536424,0.0
